name,year,selling_price,km_driven,mileage (kmpl),engine (CC),seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,max_power (bhp)
Maruti Wagon R VXI,2008.0,175000.0,65000.0,18.9,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,67.1
Mahindra Bolero 2011-2019 SLE,2014.0,570000.0,74000.0,15.96,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,62.1
Renault Duster 110PS Diesel RxZ,2013.0,525000.0,56429.0,19.01,1461.0,5.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,108.45
Hyundai i10 Magna 1.2 iTech SE,2012.0,270000.0,56000.0,20.36,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,78.9
Hyundai Santro Magna,2019.0,434999.0,19500.0,20.3,1086.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,68.07
Hyundai i20 Asta Option 1.2,2015.0,495000.0,30000.0,18.6,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,81.83
Hyundai i20 Asta Option 1.4 CRDi,2016.0,575000.0,53000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,88.73
Hyundai Xcent 1.2 VTVT S,2017.0,600000.0,5000.0,20.14,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.86
Hyundai Verna 1.6 VTVT S Option,2015.0,700000.0,25000.0,17.01,1591.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,121.4
Honda City i DTec V,2014.0,560000.0,72000.0,26.0,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,98.6
Maruti Swift VDI BSIV W ABS,2016.0,565000.0,72000.0,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,
Mahindra Bolero DI AC BSIII,2005.0,250000.0,80000.0,13.6,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,63.0
Skoda Rapid 1.6 MPI Ambition Plus,2013.0,409999.0,29000.0,15.0,1598.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,103.5
Nissan Terrano XL D Option,2016.0,495000.0,56832.0,19.87,1461.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,83.14
Honda Amaze S Diesel,2013.0,350000.0,65285.0,24.7,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,98.63
Toyota Innova Crysta 2.4 G MT 8 STR,2020.0,1560000.0,20102.0,13.68,2393.0,8.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,147.51
Honda Jazz 1.2 S i VTEC,2015.0,480000.0,43000.0,18.7,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,88.7
Toyota Etios Liva 1.4 GD,2013.0,270000.0,52380.0,23.59,1364.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,67.04
Mahindra Bolero B2,2018.0,660000.0,74250.0,21.0,1498.0,7.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.96
Maruti Ignis 1.2 AMT Alpha BSIV,2017.0,490000.0,57247.0,20.89,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,81.8
Maruti Vitara Brezza ZDi Plus,2017.0,800000.0,52000.0,24.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Nissan Sunny XV,2011.0,350000.0,47000.0,16.95,1498.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,97.7
Tata Indica Vista Aqua 1.3 Quadrajet,2011.0,125000.0,85000.0,18.0,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,75.0
Maruti Swift Dzire VDi,2012.0,400000.0,100000.0,19.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.9
Nissan Sunny XV,2011.0,250000.0,110000.0,16.95,1498.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,97.7
Fiat Linea Emotion (Diesel),2010.0,190000.0,178000.0,20.4,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,91.7
Maruti Alto LX,2010.0,125000.0,120000.0,19.7,796.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,46.3
Jeep Compass 2.0 Limited 4X4,2017.0,1950000.0,70000.0,16.3,1956.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,170.0
Audi Q5 2.0 TDI,2011.0,1300000.0,120000.0,12.8,1968.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,167.6
Maruti Wagon R VXI BS IV,2015.0,335000.0,30000.0,20.51,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.04
Maruti Wagon R LXI Minor,2009.0,114999.0,60000.0,18.9,1061.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,67.0
Volkswagen Polo Diesel Comfortline 1.2L,2012.0,229999.0,70000.0,22.07,1199.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,73.9
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017.0,731000.0,40000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.73
Hyundai Verna 1.6 SX,2012.0,395000.0,120000.0,22.32,1582.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,126.32
Maruti Swift Dzire VDI,2015.0,500000.0,120000.0,26.59,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Hyundai EON Era Plus,2014.0,220000.0,50000.0,21.1,814.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,55.2
Ford Figo Diesel Celebration Edition,2013.0,240000.0,100000.0,20.0,1399.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,68.1
Hyundai i20 1.4 CRDi Asta,2010.0,215000.0,120000.0,23.0,1396.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,90.0
Maruti Swift VDI,2012.0,400000.0,90000.0,22.9,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Maruti Zen Estilo VXI BSIV,2012.0,191000.0,90000.0,19.0,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.1
Mahindra Xylo D4 BSIII,2013.0,351000.0,100000.0,14.0,2498.0,8.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,112.0
Tata Nano XTA,2015.0,250000.0,20000.0,21.9,624.0,4.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,37.48
Toyota Etios VX,2011.0,300000.0,120000.0,17.6,1496.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,88.7
Ford Figo Aspire 1.5 TDCi Trend,2017.0,700000.0,35000.0,25.83,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,99.0
Hyundai Sonata CRDi M/T,2010.0,500000.0,120000.0,11.8,1991.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,150.0
Maruti 800 AC BSIII,2002.0,120000.0,120000.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Hyundai Elite i20 Asta Option Diesel,2019.0,850000.0,10000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.76
Mahindra Jeep CL 500 MDI,1994.0,120000.0,100000.0,,,,0,1,0,0,0,1,0,0,1,0,0,0,1,0,
Honda WR-V i-DTEC VX,2017.0,770000.0,65000.0,25.5,1498.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,98.6
Honda Civic 1.8 S MT,2007.0,245000.0,90000.0,13.5,1799.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,130.0
Maruti Alto K10 2010-2014 VXI,2012.0,250000.0,90000.0,20.92,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.1
Honda City V MT,2013.0,480000.0,42462.0,16.8,1497.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,116.3
Maruti Swift VDI BSIV,2015.0,470000.0,54723.0,25.2,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.0
Honda Jazz 1.5 V i DTEC,2016.0,500000.0,30000.0,27.3,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,98.6
BMW X1 sDrive20d M Sport,2011.0,1075000.0,42545.0,19.62,1998.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016.0,690000.0,32000.0,25.1,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,88.5
Maruti Swift Dzire VDI Optional,2017.0,589000.0,41232.0,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.0
Maruti Swift Dzire VDI Optional,2017.0,589000.0,41232.0,,,,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.0
Maruti Ignis 1.2 Delta BSIV,2018.0,480000.0,20375.0,20.89,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,81.8
Maruti Swift ZDI Plus,2013.0,450000.0,43978.0,28.4,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,74.0
Maruti Vitara Brezza VDi Option,2018.0,770000.0,50000.0,24.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Mahindra Bolero B4,2015.0,445000.0,40200.0,21.0,1498.0,7.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.96
Hyundai i20 1.2 Asta Option,2018.0,700000.0,30000.0,18.6,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.83
Maruti Ertiga ZDI,2014.0,560000.0,90000.0,20.77,1248.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.8
Ford Ecosport Sports Diesel,2013.0,475000.0,48000.0,21.7,1498.0,5.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,98.96
Honda Amaze E Diesel BSIV,2014.0,465000.0,27233.0,27.4,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,98.63
Maruti Swift Dzire Tour LDI,2017.0,520000.0,28832.0,23.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.0
Tata Manza Aura Safire,2011.0,225000.0,35000.0,15.0,1368.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,90.0
Maruti Ertiga ZXI,2015.0,700000.0,35000.0,16.02,1373.0,7.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,93.7
Maruti Vitara Brezza VDi,2017.0,780000.0,40000.0,24.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Mahindra Quanto C4,2016.0,403000.0,30000.0,17.21,1493.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,100.0
Hyundai i10 Era,2009.0,229999.0,50000.0,19.81,1086.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,68.05
Maruti Swift Dzire VDI,2016.0,525000.0,40000.0,26.59,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Maruti Ertiga VXI,2014.0,560000.0,25000.0,16.02,1373.0,7.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,93.7
Mahindra XUV500 W7,2020.0,830000.0,120000.0,15.1,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,152.87
Maruti Ritz VDi,2011.0,250000.0,60000.0,21.1,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.9
Mahindra Bolero 2011-2019 DI - AC BS III,2014.0,450000.0,110000.0,15.96,2523.0,9.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,63.0
Mahindra Scorpio 1.99 S4,2016.0,745000.0,67000.0,15.4,1997.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,120.0
Ford Figo Diesel Titanium,2010.0,144000.0,50000.0,20.0,1399.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,68.0
Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000.0,40000.0,18.2,1061.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,64.0
Tata New Safari DICOR 2.2 EX 4x2,2008.0,300000.0,120000.0,11.57,2179.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,138.1
Maruti 800 DX,1999.0,52000.0,100000.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Mahindra Scorpio 2.6 CRDe,2003.0,300000.0,98000.0,10.5,2179.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,120.0
Mahindra Bolero DI DX 7 Seater,2009.0,270000.0,150000.0,13.6,2523.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,63.0
Chevrolet Sail LT ABS,2014.0,260000.0,38000.0,22.1,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Toyota Etios GD,2015.0,475000.0,120000.0,23.59,1364.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,67.05
Ford Figo Diesel Titanium,2011.0,302000.0,103000.0,20.0,1399.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,68.0
Maruti 800 AC,1994.0,45000.0,60000.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Maruti Vitara Brezza VDi Option,2017.0,775000.0,80000.0,24.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Maruti Ertiga VDI,2015.0,700000.0,50000.0,20.77,1248.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.76
Maruti Swift VDI BSIV,2014.0,530000.0,90000.0,25.2,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Tata Nexon 1.5 Revotorq XZ Plus,2017.0,869999.0,70000.0,21.5,1497.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,108.5
Tata Tiago 1.2 Revotron XZA,2019.0,550000.0,30000.0,23.84,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,83.83
Maruti Swift Dzire VDI,2016.0,600000.0,80000.0,26.59,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Maruti Swift Dzire VDi,2012.0,430000.0,110000.0,19.3,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.9
Tata Manza Aura (ABS) Quadrajet,2010.0,246000.0,120000.0,18.8,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,90.0
Maruti Zen VXi - BS III,2003.0,120000.0,120000.0,17.3,993.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,60.0
Hyundai i20 Asta 1.2,2014.0,565000.0,70000.0,18.6,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,81.83
Hyundai Elite i20 Asta Option Diesel,2018.0,850000.0,60000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.76
Maruti Alto LXi BSIII,2006.0,160000.0,90000.0,19.7,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,46.3
Fiat Linea Classic Plus 1.3 Multijet,2014.0,325000.0,142500.0,19.5,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,75.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011.0,450000.0,90000.0,12.05,2179.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,120.0
Hyundai i10 Sportz 1.1L,2015.0,310000.0,50000.0,19.81,1086.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,68.05
Honda Amaze S i-Dtech,2013.0,250000.0,90000.0,25.8,1498.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,98.6
Maruti Swift Dzire LDI,2015.0,420000.0,115000.0,26.59,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Hyundai i20 Sportz AT 1.4,2013.0,330000.0,150000.0,15.0,1396.0,5.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,98.6
Maruti Swift VXI Optional,2015.0,405000.0,68000.0,20.4,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,81.8
Mahindra Bolero 2011-2019 ZLX,2013.0,400000.0,90000.0,15.96,2523.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,62.1
Honda City V AT,2010.0,409999.0,110000.0,15.6,1497.0,5.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,116.3
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013.0,500000.0,70000.0,15.96,2523.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,62.1
Mahindra XUV500 W8 4WD,2011.0,590000.0,80000.0,15.1,2179.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,140.0
Hyundai Santro Xing XS eRLX Euro III,2006.0,80000.0,118000.0,,,,0,0,0,1,0,1,1,0,0,0,0,0,1,0,
Hyundai i10 Era,2007.0,135000.0,100000.0,19.81,1086.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,68.05
Maruti Wagon R LXI,2004.0,70000.0,70000.0,18.9,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.1
Maruti 800 Std BSII,2004.0,45000.0,77000.0,16.1,796.0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,37.0
Maruti Wagon R VXI Optional,2018.0,400000.0,17500.0,20.51,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.04
Maruti Alto K10 VXI,2017.0,350000.0,27000.0,23.95,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.05
Hyundai Grand i10 1.2 CRDi Asta,2017.0,550000.0,60000.0,24.0,1186.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.97
Maruti Wagon R LXI Optional,2016.0,350000.0,25000.0,20.51,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.04
Maruti Swift Dzire LDI Optional,2015.0,459999.0,80000.0,26.59,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Maruti Alto LXi,2012.0,185000.0,60000.0,19.7,796.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,46.3
Volkswagen Polo Diesel Highline 1.2L,2013.0,550000.0,38000.0,22.07,1199.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.9
Maruti Wagon R Duo Lxi,2012.0,300000.0,100000.0,26.2,998.0,5.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,58.2
Maruti Omni E 8 Str STD,2012.0,175000.0,60000.0,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,0,
Honda BR-V i-DTEC S MT,2016.0,900000.0,92000.0,21.9,1498.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,98.6
Mahindra Bolero 2011-2019 Plus AC,2012.0,550000.0,180000.0,15.96,2523.0,9.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,62.1
Maruti Alto 800 VXI,2017.0,310000.0,35000.0,24.7,796.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,47.3
Maruti Swift DDiS LDI,2017.0,500000.0,35000.0,28.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Hyundai Grand i10 CRDi Sportz,2016.0,610000.0,23000.0,24.0,1120.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Tata Indigo CS LX (TDI) BS III,2012.0,150000.0,150000.0,19.09,1396.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,69.0
Hyundai Xcent 1.1 CRDi SX Option,2015.0,480000.0,70000.0,24.4,1120.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,71.0
Hyundai i20 1.2 Asta Option,2017.0,650000.0,40000.0,18.6,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.83
Hyundai i20 1.4 CRDi Magna,2012.0,290000.0,100000.0,21.9,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90.0
Maruti Alto 800 LXI,2017.0,300000.0,50000.0,24.7,796.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,47.3
Maruti Swift Dzire VDi,2010.0,270000.0,120000.0,19.3,1248.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,73.9
Hyundai Xcent 1.1 CRDi S,2015.0,400000.0,60000.0,24.4,1120.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,71.0
Maruti Alto 800 LX,2015.0,280000.0,28000.0,22.74,796.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,47.3
Maruti Swift Dzire VXi,2009.0,250000.0,60000.0,17.5,1298.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,85.8
Maruti Swift Dzire VDi,2012.0,495000.0,80000.0,19.3,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.9
Ford Endeavour 3.2 Titanium AT 4X4,2018.0,3250000.0,12000.0,10.91,3198.0,7.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,197.0
Honda Amaze V Petrol BSIV,2019.0,700000.0,4500.0,19.5,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,88.76
Tata Indigo eCS VX BSIV,2013.0,310000.0,70000.0,25.0,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,69.0
Renault Duster 85PS Diesel RxE,2017.0,650000.0,120000.0,19.87,1461.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,83.8
Honda Jazz 1.2 V AT i VTEC,2015.0,600000.0,80000.0,19.0,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,88.7
Tata New Safari DICOR 2.2 EX 4x2,2009.0,150000.0,150000.0,11.57,2179.0,7.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,138.1
Maruti Swift Dzire VDI,2014.0,650000.0,50000.0,23.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Honda City V MT,2012.0,550000.0,83000.0,16.8,1497.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,116.3
Maruti Swift Dzire VDI,2017.0,650000.0,20000.0,28.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.02
Toyota Fortuner 2.8 2WD AT BSIV,2018.0,2900000.0,49000.0,12.9,2755.0,7.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,174.5
Honda Brio 1.2 VX MT,2017.0,450000.0,6750.0,18.5,1198.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,86.8
Maruti Ciaz VXi Plus,2015.0,650000.0,26000.0,20.73,1373.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,91.1
Hyundai Grand i10 1.2 Kappa Era,2017.0,430000.0,52000.0,17.0,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.86
Hyundai Creta 1.6 CRDi AT S Plus,2017.0,1143000.0,51000.0,17.01,1582.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,126.2
Maruti Swift AMT ZXI Plus BSIV,2019.0,700000.0,20000.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,81.8
Maruti Ritz VXi,2011.0,229999.0,18500.0,18.5,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,85.8
Mahindra TUV 300 T4,2017.0,509999.0,142000.0,18.49,1493.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,100.0
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016.0,670000.0,50478.0,15.85,1499.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,110.4
Tata Tiago 1.2 Revotron XZA,2019.0,525000.0,9200.0,23.84,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,83.83
Renault Duster 85PS Diesel RxE,2016.0,515000.0,40000.0,19.87,1461.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,83.8
Maruti Baleno Delta,2020.0,630000.0,5000.0,21.01,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.8
Datsun RediGO A,2019.0,270000.0,2300.0,22.7,799.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,53.64
Maruti Alto 800 LXI,2016.0,300000.0,40000.0,22.74,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Mahindra Xylo D2 BSIV,2012.0,250000.0,119000.0,14.0,2489.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,95.0
Maruti Alto LX,2005.0,90000.0,100000.0,19.7,796.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,46.3
Maruti Ertiga SHVS ZDI Plus,2017.0,750000.0,100000.0,24.52,1248.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Maruti Wagon R LXI Minor,2009.0,135000.0,50000.0,18.9,1061.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.0
Maruti Eeco Smiles 5 Seater AC,2013.0,275000.0,80000.0,15.1,1196.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,73.0
Tata Nexon 1.2 Revotron XM,2018.0,740000.0,15000.0,17.0,1198.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,108.5
Honda Amaze S i-VTEC,2019.0,690000.0,1303.0,17.8,1198.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,86.7
Audi Q5 35TDI Premium Plus,2018.0,3975000.0,31800.0,17.01,1968.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,188.0
Lexus ES 300h,2019.0,5150000.0,20000.0,22.37,2487.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,214.56
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,19.33,1999.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,177.0
Jeep Wrangler 2016-2019 3.6 4X4,2017.0,4100000.0,17000.0,9.5,3604.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,280.0
Toyota Yaris V BSIV,2018.0,1000000.0,4295.0,17.1,1496.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,105.5
Toyota Yaris V BSIV,2018.0,1000000.0,5229.0,17.1,1496.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,105.5
Hyundai Grand i10 Nios Sportz,2019.0,550000.0,4701.0,20.7,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,81.86
Maruti Baleno Alpha,2016.0,600000.0,6757.0,21.01,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,81.8
Skoda Rapid 1.6 MPI AT Style Plus,2016.0,675000.0,28182.0,14.3,1598.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,103.52
Nissan Kicks XV BSIV,2019.0,950000.0,11533.0,14.23,1498.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,104.55
Honda City i VTEC V,2017.0,850000.0,11688.0,17.8,1497.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,117.3
